user_id,N_cards,N_notes,N_decks,N_presets,mem_bytes
4554,9937,9705,57,1,170972672
5249,12783,8496,252,1,170968320
1478,10728,9300,161,1,170937856
8852,14571,8219,4,3,170842112
41,11455,8985,200,1,170668032
2218,9798,9798,2,1,170624512
2648,9769,9769,29,1,170589696
8416,10947,9308,74,1,170480896
7715,12433,8893,6,6,170411264
838,9731,9731,50,8,170385152
2223,14820,8077,19,2,170319872
2419,9378,9378,403,1,170293760
341,9767,9767,5,6,170202368
7265,9669,9668,95,3,170010880
5150,12467,8862,1,1,170002176
7866,10829,9292,83,1,169915136
4317,11643,8687,326,1,169788928
5665,15595,7798,3,1,169758464
5652,14878,8002,21,6,169680128
7424,13486,8485,5,1,169584384
9151,10290,9355,151,1,169575680
1859,12798,8358,268,2,169523456
3616,12011,8888,67,1,169506048
6645,9725,9725,8,4,169497344
6268,12178,8900,11,4,169453824
1585,9671,9670,60,1,169410304
5902,15463,7805,5,3,169336320
6695,9741,9679,31,1,169327616
8741,12381,8802,28,1,169314560
391,9705,9705,16,5,169301504
2610,10878,9193,108,2,169284096
4027,9676,9555,131,2,169179648
7575,8773,8773,944,1,169179648
448,10512,9209,181,1,169157888
9448,9690,9678,34,1,169144832
7312,10217,9376,121,1,169009920
7903,10406,9122,263,2,169001216
4943,10088,9567,7,2,168970752
2842,9687,9687,11,1,168848896
1384,9931,9330,212,1,168748800
9839,9567,9567,119,1,168640000
9697,11070,8293,693,1,168539904
3668,9691,9460,161,1,168513792
5529,11394,8733,280,1,168505088
6489,9680,9641,26,2,168492032
7775,9817,9546,63,1,168478976
3127,9628,9628,41,3,168370176
9648,11368,8866,176,1,168317952
7709,9644,9479,147,1,168313600
3422,10215,9449,15,2,168122112
563,9524,9407,214,1,168017664
9435,10305,9405,12,3,167900160
1012,9499,9498,145,1,167895808
1650,10200,9404,16,21,167734784
1078,10649,9271,9,4,167608576
2642,9469,9469,154,1,167543296
8298,9552,9552,65,2,167451904
4540,10429,9295,36,3,167421440
1198,9692,9579,2,2,167316992
3564,9411,9080,441,1,167208192
1318,13332,8327,13,12,167134208
5760,9473,9470,122,2,167029760
7485,9827,9326,138,1,166955776
3781,12922,8446,15,4,166833920
3658,15232,7622,50,1,166699008
6038,12889,8429,26,4,166659840
2792,11136,8831,165,1,166659840
242,9567,9567,1,1,166585856
4318,9396,9170,337,1,166507520
2762,9419,9191,308,1,166376960
6973,9549,9549,3,4,166346496
5694,9531,9531,19,2,166285568
2125,15160,7664,12,1,166272512
7905,9667,9163,260,1,166255104
8181,9836,9421,19,2,166176768
6800,11416,8815,73,3,166094080
1956,9311,9311,228,1,166081024
5282,13350,8253,9,2,166046208
4249,12178,8628,17,1,165967872
6690,13770,8091,11,3,165806848
9013,9602,9465,22,1,165772032
642,9561,9494,9,2,165758976
7910,9998,9259,72,2,165689344
623,9609,9066,311,1,165624064
5972,9540,9491,4,1,165528320
4892,9464,9464,34,5,165419520
6712,12767,8278,89,5,165267200
9408,9303,9286,197,1,165180160
7997,9682,9337,64,1,165180160
8092,9406,9406,76,3,165114880
7304,9417,9417,60,3,165027840
6261,9472,9472,3,1,164966912
9360,12391,8465,22,3,164879872
5447,9465,9465,4,1,164862464
4787,9571,9280,109,1,164736256
3168,9766,9340,10,1,164644864
9727,9417,9417,17,7,164331520
560,13887,7939,11,1,164305408
2687,15085,7527,14,6,164257536
6836,9320,8876,444,1,164200960
8512,9222,9218,203,4,164083456
4908,11432,8467,212,1,164013824
140,11974,8564,2,1,163983360
6298,9354,9354,62,1,163939840
2381,11018,8795,64,1,163918080
7054,9672,9068,195,1,163905024
83,11400,8732,13,2,163883264
4535,12030,8343,146,1,163848448
8113,9424,9387,12,1,163804928
9453,9823,9199,50,4,163787520
9319,14433,7713,7,6,163726592
5312,9707,9084,160,1,163656960
1652,9352,9352,39,6,163569920
5046,9309,9293,93,3,163513344
6425,9469,9329,22,1,163417600
1257,9399,9231,112,1,163400192
3653,9370,9370,10,2,163326208
1752,11930,8522,1,1,163226112
8420,11495,8627,29,2,163204352
1543,11333,7920,584,2,162930176
5370,9414,8999,239,1,162647296
4138,12312,8331,11,3,162595072
1544,9311,9311,13,1,162338304
7808,9317,9317,4,2,162299136
2060,11874,8466,1,2,162264320
6227,9229,9211,83,1,161894400
6011,11406,8443,111,1,161829120
220,9595,9134,35,1,161646336
9482,10336,8911,10,2,161537536
768,8513,8487,784,1,161528832
6327,9614,9104,39,5,161459200
3167,9326,9160,64,1,161319936
1459,9665,9096,17,1,161141504
1137,9123,9123,126,1,161032704
639,9779,9063,5,1,160997888
3061,8828,8828,414,1,160910848
3105,9856,8906,95,5,160902144
3661,15690,6796,221,1,160884736
1385,9662,9042,41,2,160854272
7348,15689,6794,220,1,160836864
711,12797,8010,18,1,160610560
8585,12605,8009,66,1,160597504
3192,13540,7774,7,2,160584448
6517,12731,7945,77,1,160501760
2278,9208,9208,6,2,160436480
9092,9131,8796,328,1,160314624
5588,9735,8853,134,1,160310272
2808,12145,8140,64,1,160271104
9766,14684,7371,4,1,160236288
1767,9184,9184,17,3,160223232
8600,12992,7849,61,7,160184064
7614,11882,7349,716,1,160149248
6248,13954,7569,28,7,160140544
1326,9096,9096,96,1,160040448
7975,14521,7361,35,5,159988224
314,13834,7626,6,5,159953408
5620,14694,7347,3,1,159949056
5465,11092,8526,16,1,159892480
7533,9420,9013,66,1,159844608
1249,9227,9133,20,1,159770624
6252,9167,9167,7,2,159740160
7701,9914,8628,223,1,159700992
4301,9271,9105,24,2,159679232
4993,14445,7399,7,3,159640064
9822,9558,8972,50,1,159631360
3078,9077,9073,94,1,159622656
6191,9220,8969,120,1,159339776
966,11819,8217,16,3,159048192
8876,9319,8991,60,1,159013376
9503,10933,8401,98,2,159009024
2353,9080,9079,45,1,158861056
2960,9140,9106,6,3,158821888
998,9156,8921,136,7,158791424
5887,9260,8550,390,1,158743552
6724,9811,8748,94,1,158573824
2256,10850,8455,52,1,158539008
2988,9090,8874,172,2,158451968
4758,10804,8509,8,1,158277888
3906,8271,8151,909,1,158264832
4334,12112,8058,14,1,158186496
8744,10313,8649,15,1,158090752
8419,10002,8767,4,1,158086400
749,12852,7360,344,4,158077696
8347,10446,8261,267,1,157990656
6698,11434,8012,197,1,157820928
1983,9057,9057,2,2,157738240
2498,11111,8194,136,1,157729536
3448,11441,8221,33,1,157725184
1259,9440,8723,153,3,157686016
1094,9415,8908,16,1,157581568
2284,9038,9038,5,1,157446656
9451,8954,8932,97,1,157298688
3966,12161,7750,176,1,157198592
3976,8999,8999,22,1,157063680
4253,11855,8052,17,2,157054976
2934,8517,8510,505,1,156989696
8019,12695,7784,4,1,156972288
6469,9296,8789,92,1,156833024
3521,9613,8540,194,1,156737280
9566,13352,7545,2,1,156676352
399,17517,6129,11,5,156524032
1832,14480,7136,16,3,156515328
1946,11051,7965,243,1,156341248
9276,9017,8804,121,1,156319488
8235,8861,8685,249,1,156315136
7809,13631,7415,9,1,156315136
8571,9673,8654,68,1,156293376
2112,13516,7438,16,3,156262912
3292,8965,8833,108,1,156245504
6965,8939,8939,34,1,156228096
6966,11284,8196,5,1,156228096
7402,9333,8793,39,1,156123648
3632,11174,8217,7,3,156084480
3097,8956,8956,7,1,156054016
5795,8924,8924,34,2,155980032
6681,8922,8919,30,1,155823360
98,9014,8874,16,1,155392512
7978,8832,8825,93,1,155301120
653,9354,8641,94,1,155187968
4587,10556,8177,139,1,155144448
9915,8905,8905,5,2,155144448
1372,9156,8808,14,1,155113984
6097,8733,8563,302,1,155087872
6845,8940,8816,42,5,154818048
9400,8747,8744,147,1,154813696
2793,11873,7884,9,1,154787584
168,8786,8786,101,4,154770176
3498,10021,8421,68,1,154765824
4457,8823,8736,129,1,154726656
3514,8881,8879,4,2,154683136
713,12479,7661,12,5,154617856
1151,10599,8299,2,1,154539520
6593,10510,8063,196,1,154448128
8141,10914,7726,346,1,154417664
2156,11861,7507,263,2,154247936
4019,8843,8843,15,1,154226176
4290,11483,7958,14,4,154182656
4477,8699,8551,265,1,154139136
4246,8927,8511,232,2,154047744
66,14328,6927,62,1,153899776
8007,12415,7643,2,2,153891072
3375,8743,8529,252,1,153817088
708,8829,8829,3,1,153773568
5042,8765,8765,61,5,153721344
4759,8880,8772,26,2,153664768
7449,11584,7821,58,6,153625600
6051,8700,8700,118,1,153529856
8305,8815,8812,3,1,153490688
5497,9337,8629,5,2,153421056
5751,9927,8408,19,3,153360128
265,8783,8783,24,1,153338368
7042,11594,7784,57,1,153103360
2671,12535,7534,7,1,153064192
4968,8903,8667,65,1,153059840
6657,20022,5022,13,1,152955392
7142,9598,8244,200,1,152911872
5179,9048,8390,227,1,152894464
1709,9318,8593,7,1,152890112
1565,8748,8748,31,1,152850944
3928,10927,7921,100,1,152737792
4350,8755,8755,15,2,152707328
1426,8360,8341,420,1,152620288
2613,9567,8266,171,1,152559360
5107,8749,8749,4,4,152437504
6043,9148,8364,194,2,152428800
5927,10839,7839,163,1,152380928
1653,8691,8691,59,2,152359168
8726,8745,8745,5,2,152359168
261,12203,7596,3,1,152359168
8369,9619,8329,93,2,152263424
5360,8462,8462,282,1,152241664
7958,8720,8719,23,2,152224256
6492,11964,7636,21,2,152167680
4357,8604,8579,154,1,152158976
8156,9417,8509,3,1,152154624
5386,8926,8410,197,1,152102400
5678,8648,8648,84,1,152032768
1827,9425,8359,99,1,151902208
9842,11412,7817,6,1,151854336
827,8442,8442,279,1,151841280
6092,9467,8458,9,3,151836928
7969,8966,8615,17,1,151819520
7153,8544,8544,175,2,151819520
4114,9760,8360,8,1,151789056
4471,8710,8710,5,1,151736832
663,8340,8257,436,1,151715072
6215,17508,5777,2,2,151693312
7834,10923,7484,364,1,151610624
4389,11047,7757,127,1,151588864
8490,14640,6699,17,1,151497472
2714,8683,8683,14,2,151436544
1913,8686,8686,11,1,151423488
579,8348,8348,344,1,151336448
2039,10350,8055,60,4,151319040
4351,9028,8433,106,3,151288576
8763,9257,8444,35,9,151271168
6134,8858,8548,35,35,151232000
7674,10913,7879,46,1,151188480
8471,10447,8066,19,1,151131904
4181,8660,8660,20,1,151127552
2531,8382,8366,309,1,151110144
522,9148,8235,215,1,151097088
6738,8647,8646,27,1,151010048
3686,12907,6987,201,2,150931712
5204,11671,7548,80,7,150835968
3682,12857,6889,281,1,150814208
3972,8575,8575,80,5,150744576
1948,10486,7979,52,1,150740224
7629,8902,8449,87,1,150592256
1400,8623,8623,14,4,150418176
5650,9436,8295,56,5,150418176
9230,8935,8341,149,1,150405120
9324,10697,7744,143,15,150357248
8012,8613,8613,18,1,150274560
4139,8398,8393,234,1,150226688
1470,9003,8074,319,1,150174464
7849,9356,8282,67,1,150039552
142,10877,7272,441,3,150009088
286,10964,7782,26,2,149808896
6697,8583,8583,19,3,149795840
7721,13854,6826,16,1,149717504
6756,9560,8248,5,4,149443328
6162,9511,8253,13,1,149395456
2238,8559,8559,19,4,149391104
7825,8573,8573,5,4,149391104
5072,8775,8395,77,1,149160448
5888,9749,8041,90,7,149082112
6782,8489,8489,71,2,149051648
9635,9101,8186,142,1,148982016
1098,12210,7270,50,1,148951552
9884,9211,8261,56,1,148942848
652,12789,7125,12,1,148916736
2990,8294,8294,256,1,148864512
2494,8994,8333,46,2,148777472
2323,13660,6830,4,1,148716544
3250,8591,8358,123,1,148677376
6070,9449,8225,6,1,148638208
35,12050,7280,61,2,148590336
1687,9745,8041,62,1,148498944
7793,8333,8291,223,2,148433664
3176,8952,8370,8,3,148429312
8904,8655,8278,150,2,148394496
9584,8607,8332,118,1,148320512
2100,10810,7730,15,1,148255232
860,8544,8171,245,4,148194304
6774,8709,8211,172,3,148150784
2028,8499,8499,3,2,148041984
9299,9186,7994,207,1,147976704
9886,11727,7408,4,4,147889664
8773,8683,8381,22,12,147763456
5228,8243,8104,346,1,147728640
7894,10472,7398,309,11,147698176
1173,8218,8213,265,1,147632896
4427,8466,8466,9,1,147558912
1144,13518,6767,20,1,147554560
5021,11957,7023,215,5,147550208
2493,10918,7649,7,1,147528448
2359,12743,7009,27,5,147515392
5534,10060,7858,59,5,147480576
6279,8464,8464,3,2,147432704
5219,8184,8184,282,1,147402240
4371,8438,8438,27,1,147384832
5408,10148,7806,67,4,147310848
2416,9517,7810,224,1,147310848
8314,13367,6780,29,3,147249920
4286,8440,8440,3,2,147014912
6457,8435,8434,8,1,146988800
2408,8538,8311,68,1,146875648
583,9071,8219,3,1,146862592
6942,9120,8103,70,9,146832128
8251,8083,8083,348,1,146792960
2033,8339,8339,91,1,146775552
1177,8255,8255,174,1,146758144
2069,8688,8182,106,1,146505728
3243,9290,8107,9,3,146483968
5793,10144,7818,7,8,146457856
5421,8400,8399,8,1,146379520
7453,8113,8113,291,2,146336000
2864,8400,8400,2,1,146288128
1699,8395,8395,3,1,146218496
8898,10867,7538,20,1,146083584
2819,8377,8377,11,2,146057472
5279,8363,8363,21,1,145974784
5413,8353,8328,44,2,145887744
9240,8297,7918,366,1,145883392
6074,8751,8123,97,2,145865984
7441,8357,8204,128,5,145787648
8716,8365,8365,5,1,145731072
9024,8356,8349,18,1,145709312
8751,8382,8323,18,1,145483008
9280,8321,8321,21,4,145282816
4916,8314,8314,28,1,145243648
582,8325,8325,13,1,145174016
5108,10032,7732,26,3,145113088
861,9688,7651,168,1,145004288
8598,8821,7616,407,1,144934656
93,8033,8033,291,1,144930304
5965,9398,7751,158,1,144873728
8221,8339,8179,98,1,144808448
5117,8770,7716,331,1,144695296
7947,8875,7913,156,1,144677888
3401,8301,8301,4,4,144638720
7343,8287,8287,9,2,144455936
1393,9588,7361,376,1,144403712
4042,8389,8197,48,1,144390656
444,13429,6552,17,1,144307968
6342,9401,7704,155,1,144220928
3005,9022,7765,198,1,144116480
9691,8216,8216,59,1,144077312
320,8245,8238,34,1,144055552
6628,8630,8145,5,4,144051200
598,7453,7447,824,1,144033792
5850,8230,8230,41,1,144007680
4315,13146,6637,5,1,143977216
1312,8268,8268,1,1,143972864
9158,8200,8200,39,33,143868416
8021,8808,7993,65,1,143846656
5737,7901,7803,431,1,143790080
9571,11553,7036,88,5,143750912
9491,8776,7846,172,7,143729152
3551,16481,5494,3,1,143533312
2592,8506,8137,13,1,143507200
2946,8237,8237,2,2,143463680
3110,8223,8222,13,1,143385344
7379,8112,8102,114,4,143132928
8988,8120,7913,254,2,143111168
9395,8621,8050,26,1,143098112
754,6995,6990,1226,1,143072000
525,10216,7521,11,5,142924032
1929,8363,8014,105,1,142880512
8501,8820,7822,133,1,142850048
69,10497,7266,123,9,142819584
7915,10595,7387,6,3,142710784
9335,8184,8184,4,2,142575872
6278,8358,7967,84,53,142558464
4885,8199,8180,3,1,142558464
4791,8184,8184,3,1,142545408
426,12174,6813,33,1,142532352
6152,8049,7887,248,2,142358272
3003,8202,8106,45,1,142336512
2055,8166,8166,3,3,142258176
8311,8157,8157,5,5,142162432
3602,10216,7400,53,3,142049280
5720,8114,8113,41,2,141988352
7160,10754,7262,19,1,141970944
1593,12626,6638,13,1,141866496
5866,11168,6984,117,2,141862144
9608,8657,7787,141,4,141862144
1065,9555,7584,53,15,141731584
7991,7918,7894,240,1,141727232
9971,8116,8114,16,1,141561856
9067,9990,7505,4,1,141557504
3365,8128,8128,1,1,141535744
8511,11179,7070,27,3,141479168
4130,8108,8108,9,7,141405184
7382,8052,8052,62,1,141274624
2854,10823,7208,2,1,141270272
2510,8074,8044,61,1,141248512
7531,8560,7508,339,1,141204992
6680,12961,6482,7,2,141196288
2837,13187,6407,6,2,141183232
7889,12756,6545,6,2,141109248
2709,8101,8101,3,1,141100544
6815,8330,7676,263,1,141074432
1931,8056,8056,44,1,141030912
9761,10832,7068,91,1,141030912
5104,9613,7557,24,2,140956928
491,8068,8068,23,5,140926464
4106,13263,6359,5,3,140882944
8824,7924,7879,201,1,140878592
1971,12251,6259,327,2,140765440
1176,11166,7039,10,1,140695808
2814,7960,7960,115,3,140621824
7057,9733,7473,37,1,140595712
9916,7786,7786,284,5,140560896
6576,8091,7816,181,1,140434688
8346,10783,7146,9,2,140421632
5385,8054,8054,8,1,140369408
2970,8350,7665,219,9,140356352
8568,7454,7420,631,1,140325888
1282,10501,7223,7,4,140190976
6934,7775,7190,712,2,140143104
9380,7840,7840,208,1,140125696
6116,9528,7467,61,1,140043008
9325,8040,8040,2,2,140034304
3087,11025,6951,67,7,140003840
7745,7874,7712,285,1,139942912
4380,10173,7312,6,1,139868928
68,13122,6131,152,1,139825408
172,8875,7559,141,1,139794944
3141,11210,6439,388,2,139646976
8437,8000,7952,51,2,139564288
9049,12440,6500,30,1,139551232
7944,7982,7981,29,1,139468544
8489,7984,7983,26,2,139464192
4772,8004,8004,3,1,139411968
4900,7934,7822,155,1,139377152
9226,8099,7914,44,1,139364096
2742,8336,6680,903,1,139237888
5352,7980,7980,13,1,139168256
1815,11471,6816,9,6,139159552
8302,9097,7559,37,17,139159552
8289,7989,7989,2,1,139133440
8271,9610,7377,54,1,139102976
3919,8883,7683,2,2,139042048
2918,8632,7723,34,3,139042048
5322,8021,7829,104,4,138998528
6961,8491,7718,64,1,138859264
5514,7913,7913,62,1,138854912
6013,7971,7971,2,1,138820096
848,7955,7861,85,5,138811392
101,10360,6905,197,1,138693888
8670,7938,7938,27,1,138680832
3445,12603,6402,10,1,138632960
7074,12710,6356,3,1,138376192
6989,9633,6686,515,1,138206464
4789,7935,7935,2,1,138193408
3020,8056,7833,42,7,138162944
7880,7925,7925,1,2,138014976
9534,11969,6339,179,1,137993216
9506,7920,7920,4,1,137967104
9869,12101,6153,265,26,137962752
8443,7913,7913,7,2,137910528
1067,8628,7591,68,1,137867008
7536,7832,7827,86,5,137849600
3342,7648,7637,274,1,137788672
591,7896,7841,56,3,137762560
6957,11285,6768,14,1,137745152
8175,7764,7585,280,1,137719040
2318,7884,7884,21,4,137675520
989,7707,7707,200,1,137671168
7454,7898,7898,5,1,137601536
6148,9299,7101,251,1,137575424
7740,8220,7782,5,1,137488384
9120,7932,7721,122,1,137475328
734,8774,7414,138,1,137410048
2602,8837,7462,83,1,137353472
9215,10170,7107,5,4,137201152
1133,8596,7568,51,1,137131520
8851,10348,6971,60,1,137118464
5633,9305,7346,36,1,137057536
2050,7616,7616,255,1,137044480
518,8715,7476,83,1,137005312
3932,8647,7372,173,1,136918272
5105,10316,7038,5,1,136896512
1580,7811,7811,50,1,136870400
9499,9064,7381,50,5,136761600
3631,7958,7670,105,1,136626688
4557,7769,7705,119,1,136504832
1093,7797,7796,43,1,136491776
2993,7802,7802,32,2,136413440
6519,7933,7517,212,1,136382976
6242,7610,7493,310,1,136369920
783,9282,7132,161,3,136365568
4324,7779,7768,57,1,136291584
3756,10613,6717,135,1,136261120
3754,12356,6309,5,1,136256768
8120,9814,6505,491,3,136239360
4501,7687,7687,137,1,136226304
7456,7780,7780,42,2,136204544
1360,7632,7632,185,1,136104448
4605,8584,7338,166,1,136078336
2914,7781,7781,30,1,136000000
5713,8684,7477,20,16,135982592
7347,12486,6245,4,1,135969536
807,18174,3327,769,3,135969536
443,7903,7752,19,1,135960832
5874,7470,7386,401,2,135960832
9642,7507,7505,297,1,135852032
5089,8589,7518,14,3,135830272
1293,8154,7430,188,2,135804160
2557,7754,7744,46,1,135677952
6817,12171,6319,6,2,135612672
4950,7740,7740,39,1,135442944
6554,13338,5908,9,3,135390720
6186,7667,7667,108,1,135373312
7816,7646,7646,129,1,135373312
8231,8301,7371,167,1,135294976
4238,7758,7758,10,3,135277568
3760,7580,7550,212,1,135277568
9663,7844,7659,64,1,135273216
5622,10240,6927,9,2,135199232
178,7762,7762,1,1,135164416
5037,7751,7751,8,4,135133952
4954,7748,7748,7,3,135051264
6590,9523,7161,3,1,135016448
5478,11759,6403,12,1,135007744
6375,7745,7745,3,3,134929408
2812,7724,7724,24,1,134903296
7377,7301,7255,478,1,134842368
146,7733,7733,6,3,134772736
7114,7538,7534,203,2,134742272
4174,7627,7627,105,1,134624768
5555,10905,6117,411,1,134502912
7274,10370,6494,255,7,134459392
4487,12229,6194,11,1,134307072
1215,7885,7623,22,5,134302720
8245,7675,7435,217,1,134276608
9589,8196,7505,34,1,134272256
6260,7693,7693,11,1,134137344
2185,11401,6417,39,2,134115584
2144,7614,7614,88,1,134102528
9489,12255,6145,26,1,134041600
4736,7680,7680,5,5,133858816
3916,9425,6980,91,4,133797888
7812,9238,7161,3,1,133776128
1826,7597,7597,78,1,133632512
6532,7494,7476,193,1,133606400
8823,7614,7614,55,1,133528064
8102,8413,7413,3,3,133501952
7036,7667,7514,114,1,133480192
5817,7615,7481,149,1,133432320
8107,10031,6792,56,1,133332224
6500,7646,7646,7,5,133301760
4176,8971,7212,2,1,133262592
9890,11861,6145,72,1,133127680
5644,13774,5442,117,3,133084160
7748,9376,7033,22,3,133062400
7305,7595,7580,46,1,132844800
6835,7594,7594,31,7,132840448
7965,8165,7438,9,1,132827392
8929,11833,6141,61,3,132788224
3175,9008,7152,6,6,132775168
1168,10721,6408,127,1,132557568
8310,8860,7165,21,1,132496640
234,7600,7517,67,2,132422656
4367,7881,7382,95,3,132383488
3951,7801,7421,81,3,132300800
4660,7572,7571,26,1,132279040
9462,11268,6332,28,1,132222464
5849,7807,7455,44,1,132100608
3511,7628,7559,5,3,132026624
6684,7553,7447,109,1,132022272
2188,7554,7552,27,1,131970048
2320,7522,7522,45,13,131909120
6732,7823,7349,106,1,131865600
786,8169,7347,18,1,131813376
3520,12102,6057,2,1,131809024
6355,7520,7415,127,1,131774208
6035,7555,7476,70,1,131730688
1680,7513,7513,49,1,131665408
8558,7624,7483,30,1,131426048
9520,12103,6024,4,1,131417344
1016,7496,7354,158,1,131412992
4220,7507,7507,40,1,131404288
1820,8341,7222,40,4,131352064
5909,7526,7526,7,1,131160576
9342,7530,7530,2,2,131156224
7058,7651,7411,56,4,131095296
2122,7459,7459,68,1,131056128
3845,7527,7521,3,2,131043072
2953,11881,6059,8,4,131016960
4869,9233,6905,37,1,131003904
8668,8473,7147,45,1,130995200
1578,7249,7249,268,1,130882048
9980,7620,6722,565,1,130786304
836,7496,7496,6,1,130620928
4552,11997,5999,1,1,130577408
3962,7470,7469,27,1,130520832
5646,7486,7486,8,1,130481664
975,7251,7212,272,1,130477312
9562,7164,7163,326,1,130398976
9777,7428,7407,73,2,130342400
2301,11230,6229,5,2,130324992
6147,7413,7413,72,1,130324992
5191,7482,7482,1,1,130290176
4258,7315,7315,168,1,130290176
1458,7467,7467,7,2,130146560
4070,12894,5533,99,2,130116096
2887,9701,6427,222,4,130059520
9949,10019,6571,35,1,130029056
1555,8224,7102,83,4,130024704
4507,9000,6936,8,1,129889792
405,7331,7285,163,1,129881088
182,9760,6626,44,2,129789696
2350,11841,5981,6,3,129776640
6197,7440,7440,5,1,129628672
5811,7282,7183,237,1,129624320
5078,14787,4929,47,1,129550336
9233,7436,7436,3,2,129537280
5070,11742,5558,332,3,129498112
5802,11378,6092,18,1,129393664
7736,7425,7425,3,1,129332736
2154,7411,7411,5,2,129136896
1219,11860,5930,3,1,129115136
3221,7326,7278,124,1,129089024
8604,7215,7119,256,2,128840960
4877,7450,7355,15,5,128788736
8819,7413,7291,71,1,128714752
3415,8171,7122,4,4,128679936
2213,7292,7292,96,2,128649472
1818,8034,6994,134,1,128636416
5569,11816,5908,2,1,128619008
6894,8923,6387,365,2,128614656
9184,8929,6853,9,5,128566784
9058,11605,5803,124,3,128479744
2405,7349,7349,24,1,128375296
3255,9126,6732,42,1,128366592
4857,7419,6314,780,2,128340480
4695,10295,6388,3,2,128296960
5544,7161,7161,196,1,128096768
8432,12357,5090,443,2,127983616
7595,10539,6258,17,1,127892224
3587,7704,6956,200,1,127853056
544,11715,5865,11,6,127840000
5847,7150,7150,183,8,127770368
4013,5820,5789,1526,1,127500544
1146,7235,7235,83,1,127417856
6886,7258,7145,119,1,126969600
4710,7096,7055,227,1,126969600
4641,7207,7071,177,1,126791168
7979,7219,7211,66,1,126738944
6704,8501,6777,70,1,126721536
8397,14340,4912,7,2,126699776
3147,9810,6245,132,7,126630144
6574,9346,6352,166,3,126547456
1062,7252,7252,11,7,126538752
9721,11622,5811,3,1,126525696
6795,7666,6888,184,1,126521344
9895,7234,7191,64,1,126508288
3028,8063,6921,59,1,126503936
7384,7231,7202,52,2,126443008
5645,6944,6944,314,4,126412544
418,7253,7253,3,1,126338560
1376,9746,6393,24,1,126325504
1424,6825,6822,432,1,126316800
2727,7029,6891,328,1,126295040
661,9067,6481,126,1,126295040
7418,7288,7110,98,1,126277632
9153,7249,7249,2,1,126251520
8403,8569,6782,12,1,126073088
4620,9652,6418,13,2,126064384
4812,9434,6498,6,3,126051328
8219,7400,7073,81,5,126038272
6996,7226,7226,10,1,125990400
5493,7221,6923,237,1,125964288
8844,8699,6590,116,1,125942528
6629,6479,6470,753,1,125803264
7167,9143,6343,167,5,125590016
2047,7198,7198,5,1,125415936
8875,7200,7200,2,2,125411584
1101,10033,5916,255,1,125368064
1842,6985,6985,215,1,125363712
3583,8254,6806,28,2,125307136
4870,7186,7079,87,1,125237504
4549,7199,7175,9,3,125215744
4417,7021,7021,166,1,125137408
7306,7505,6859,165,1,125111296
3604,7146,7146,39,1,125102592
9401,6695,6695,486,1,125032960
7283,7088,7088,92,2,125028608
5285,7456,6863,168,1,125002496
5086,7339,6867,191,1,124945920
1686,7168,7168,7,1,124928512
2866,8520,6652,50,1,124824064
527,9572,6301,46,1,124750080
8127,13378,5072,7,5,124641280
8276,7477,6800,185,4,124606464
684,11084,5837,5,1,124558592
390,8735,6572,40,1,124541184
7184,7145,7145,4,1,124475904
3985,7446,6812,169,1,124310528
8370,8193,6560,171,1,124306176
8254,7111,7111,23,3,124240896
6765,7132,7126,5,4,124227840
8134,7367,6805,188,1,124206080
5984,7116,7116,15,1,124162560
5212,9548,6299,12,1,124027648
3183,9573,6302,2,2,124014592
5764,11369,5592,78,9,123975424
1139,6966,6966,148,1,123866624
1165,7361,6849,134,5,123866624
9174,14167,4754,6,1,123853568
9415,7104,7104,4,1,123762176
335,11331,5667,19,5,123709952
104,6988,6956,139,3,123701248
8991,9016,6419,16,12,123492352
1119,6883,6798,269,1,123418368
9759,6964,6963,124,2,123414016
2064,9742,6140,46,1,123387904
4009,7345,6990,5,2,123353088
3300,7029,7029,46,1,123187712
7289,7019,7018,52,1,123105024
9614,7030,7030,38,1,123065856
9032,16388,3821,105,1,123061504
3725,7047,7047,18,2,123026688
3710,13036,5053,16,2,123022336
7887,8263,6627,28,1,122996224
6982,7006,7006,56,3,122987520
3196,9997,5616,347,2,122909184
7110,7186,6899,87,2,122900480
8317,6872,6872,186,1,122891776
3841,8496,6535,25,9,122861312
412,7048,7048,3,3,122796032
1816,7203,6944,28,2,122534912
4293,7463,6538,268,1,122530560
462,6819,6819,217,1,122508800
7156,6997,6991,40,1,122447872
7867,8299,6485,91,2,122408704
5783,11201,5625,6,1,122317312
3548,7022,7022,3,1,122317312
7821,6916,6916,108,1,122299904
5701,6698,6597,401,1,122286848
5711,7015,6895,97,1,122265088
7435,6945,6944,76,1,122234624
4527,11226,5614,2,1,122212864
7542,6882,6882,135,1,122178048
5922,8379,6362,127,1,121764608
5297,8260,6510,39,5,121699328
129,8543,6266,151,1,121642752
2920,10921,5662,3,2,121542656
9017,7431,6802,19,2,121516544
3839,7532,6554,179,2,121503488
9181,6954,6954,20,1,121429504
2683,6951,6874,69,4,121264128
8947,7070,6858,51,1,121220608
4996,8966,6050,181,1,121185792
4681,6890,6802,135,1,121168384
10,8694,6307,55,1,121164032
7982,6942,6942,7,1,120994304
5431,7840,6562,63,1,120915968
5488,7565,5976,565,1,120807168
8278,6946,6907,15,1,120694016
2321,11033,5523,16,2,120441600
8253,7532,6486,168,3,120437248
2868,6730,6730,180,1,120315392
