uid,cards,notes,decks,presets
5100,4123,2004,52,1
5101,3602,3602,7,1
5102,63040,59095,265,2
5103,1047,1047,25,1
5104,9613,7557,24,2
5105,10316,7038,5,1
5106,102502,85572,689,4
5107,8749,8749,4,4
5108,10032,7732,26,3
5109,63129,52925,310,1
5110,4130,2435,39,6
5111,7073,6164,113,3
5112,5242,2622,8,2
5113,1918,1188,7,2
5114,2087,2066,32,1
5115,41304,33820,471,1
5116,2600,2600,2,1
5117,8770,7716,331,1
5118,11799,11607,12,1
5119,18183,14259,5,1
5120,16184,12723,268,1
5121,13218,11389,104,1
5122,965,852,4,1
5123,984,904,4,1
5124,723,713,38,1
5125,7056,6268,14,3
5126,68319,51224,292,1
5127,1656,1656,17,1
5128,17121,12476,312,1
5129,6811,6811,83,1
5130,43569,35071,57,1
5131,84360,43067,69,1
5132,12640,10748,31,1
5133,2869,1439,4,1
5134,128935,119867,27,2
5135,17276,14650,647,1
5136,25756,19719,230,1
5137,2036,1018,3,1
5138,6007,6007,2,2
5139,44430,36650,216,2
5140,15697,15482,12,1
5141,14512,13487,569,1
5143,56135,46613,82,2
5144,4422,4422,7,4
5145,1288,1288,27,1
5146,5145,4646,27,1
5147,962,962,185,1
5148,9186,4635,2,1
5149,5105,4599,184,1
5150,12467,8862,1,1
5151,62,62,1,1
5152,7088,4739,108,1
5153,5506,5506,13,1
5154,4679,4679,19,1
5155,32819,23803,83,1
5156,17815,17598,464,1
5157,17489,17441,77,1
5158,55872,52146,59,1
5159,2579,2579,1,1
5160,48310,40831,54,1
5161,13222,13222,37,1
5162,69151,25422,28,5
5163,4524,2273,4,1
5164,43965,17953,20,7
5165,6154,1600,77,1
5166,10171,10171,3,1
5167,11064,11064,6,2
5168,20302,17208,171,1
5169,41365,32726,811,1
5170,48938,35568,382,1
5171,54310,46304,556,1
5172,3235,2723,158,1
5173,4216,4118,95,1
5174,2552,2546,271,1
5175,2247,2216,55,1
5176,1135,1108,6,2
5177,20141,20141,37,1
5178,26738,26553,1243,2
5179,9048,8390,227,1
5180,12170,12170,1,1
5181,14672,10660,24,5
5182,2322,2322,38,1
5183,17319,15859,74,1
5184,856,856,5,1
5185,15404,15404,18,1
5186,13099,13099,293,1
5187,19153,19117,26,1
5188,5431,4857,194,1
5189,40340,32726,15,2
5190,10048,9235,434,1
5191,7482,7482,1,1
5192,4409,4409,86,2
5213,35224,28784,64,2
5214,18643,15377,65,1
5215,52280,44232,127,1
5216,3402,3402,1,1
5217,16653,13421,8,1
5218,2801,2448,43,1
5219,8184,8184,282,1
5220,3524,1941,4,1
5221,3324,2670,4,2
5222,57993,45909,1262,1
5223,823,823,23,1
5224,4105,4105,15,3
5225,8397,5747,181,1
5226,35320,25869,699,2
5227,2318,2318,38,1
5228,8243,8104,346,1
5229,77,77,2,1
5230,22992,21749,863,1
5231,73122,60524,120,1
5232,5477,3210,86,1
5233,45044,37293,60,1
5234,46875,36565,1106,1
5235,6198,5649,162,3
5236,2093,2093,17,1
5237,36706,35578,44,3
5238,10356,10356,118,1
5239,11150,11128,342,3
5240,28987,14571,35,1
5241,5171,5171,181,4
5242,1925,1925,2,1
5243,42174,39182,42,15
5244,15898,11905,986,1
5245,3991,3991,212,1
5246,37162,32717,21,1
5247,81079,64821,990,1
5248,6204,4396,42,3
5249,12783,8496,252,1
5250,5466,5466,53,3
5251,709,652,14,1
5252,2165,775,12,1
5193,17544,12343,357,1
5194,835,835,78,1
5195,2851,2110,31,1
5196,19268,18254,201,1
5197,26263,17693,4,4
5198,7898,5093,5,3
5199,4682,4642,13,1
5200,223405,221241,10,4
5201,4688,4688,4,1
5202,35169,28739,2,1
5203,2360,2360,13,1
5204,11671,7548,80,6
5205,71135,53974,564,1
5206,13083,9677,288,1
5207,11024,9772,33,1
5208,274790,272658,334,3
5209,50386,40364,61,1
5210,4007,3999,10,1
5211,6346,3816,231,1
5212,9548,6299,12,1
5253,1082,916,11,1
5254,26934,17030,14,1
5255,13528,9236,655,1
5256,4793,4161,112,1
5257,3699,3699,370,1
5258,5793,5793,10,1
5259,3555,3555,4,1
5260,15224,15224,9,4
5261,455,455,1,1
5262,194,179,8,1
5263,22634,20002,315,1
5264,10270,5118,2,2
5265,3301,3022,140,16
5266,750,750,10,1
5267,45424,35350,579,1
5268,3351,3351,99,1
5269,1515,1514,23,1
5270,18632,11063,111,2
5271,40089,35799,600,1
5272,43392,40089,1103,1
5273,38983,32359,80,2
5274,1046,1030,22,2
5275,816,816,17,1
5276,2308,1646,5,1
5277,2016,2003,21,1
5278,140,140,6,1
5279,8363,8363,21,1
5280,52240,44782,689,2
5281,792,792,5,1
5282,13350,8253,9,2
5283,3431,3431,22,1
5284,1173,1102,93,1
5285,7456,6863,168,1
5286,1677,1575,403,1
5287,31024,27210,1546,1
5288,7421,3288,8,1
5289,23127,22135,527,1
5290,45341,36065,464,2
5291,3766,3766,16,1
5292,36173,18087,11,1
5293,31067,25774,102,1
5294,82983,67272,804,2
5295,4873,4873,9,2
5296,7035,3888,1,1
5297,8260,6510,39,5
5298,2774,2678,169,1
5299,24581,19924,41,1
5300,7185,6464,22,1
5301,23547,20228,891,1
5302,21240,20509,134,1
5303,43254,34705,58,1
5304,11050,10556,112,1
5305,51610,41905,187,1
5306,1817,1817,3,1
5307,34456,33364,333,1
5308,4191,4191,2,1
5309,47082,39785,325,1
5310,1806,1747,12,1
5311,2149,1359,28,1
5312,9707,9084,160,1
5313,54937,44191,94,1
5314,566,566,1,1
5315,4608,4591,127,3
5316,52241,41056,78,7
5317,9450,4807,54,3
5318,152,152,7,1
5319,277,277,10,2
5320,10999,10999,22,2
5321,2187,2071,75,3
5322,8021,7829,104,2
5323,88378,47274,27,3
5324,49092,42646,3,2
5325,58315,44907,318,1
5326,4305,3816,21,1
5327,20671,20412,268,1
5328,5154,5148,10,1
5329,8,8,1,1
5330,10209,10209,7,3
5331,2309,1055,7,1
5332,3059,2682,108,2
5333,93254,75954,187,5
5334,4953,1579,17,1
5335,2,2,1,1
5336,287,287,7,1
5337,1017,707,49,1
5338,1222,1222,5,1
5339,28229,21785,196,3
5340,5654,5654,12,1
5341,50509,41870,991,1
5342,37001,30011,19,2
5343,21527,20361,1088,1
5344,6301,6289,74,1
5345,14214,14157,329,1
5346,4454,2191,48,1
5347,41471,32392,250,2
5348,4992,4992,147,1
5349,4038,4038,3,2
5350,1779,1779,25,1
5351,34678,32608,783,1
5352,7980,7980,13,1
5373,53070,43122,329,2
5374,29041,25168,48,1
5375,12485,11682,152,1
5376,16639,13889,317,1
5377,49429,45104,431,1
5378,10161,10159,528,1
5379,5122,4743,14,1
5380,1563,1563,102,1
5381,11363,11363,53,1
5382,5154,4680,92,16
5383,2786,1823,6,1
5384,2954,2951,9,1
5385,8054,8054,8,1
5386,8926,8410,197,1
5387,4645,4624,142,6
5388,5130,4633,191,1
5389,16277,13139,273,1
5390,57048,47339,24,1
5391,331,331,1,1
5392,22970,11487,7,3
5353,96399,78414,1939,5
5354,1047,1047,12,1
5355,5322,5322,13,4
5356,5405,3154,1,1
5357,7846,3652,3,3
5358,49966,34280,21,4
5359,693,401,8,1
5360,8462,8462,282,1
5361,16491,16124,126,1
5362,12122,11650,63,1
5363,14213,14198,83,1
5364,35779,29185,5,2
5365,17,17,3,1
5366,6009,6009,57,1
5367,1375,1375,17,1
5368,24695,22824,351,1
5369,43229,34721,11,1
5370,9414,8999,239,1
5371,82779,62518,549,1
5372,5557,5557,1,1
5393,13972,2665,24,1
5394,59450,48571,430,1
5395,17679,17677,4,1
5396,61,61,5,1
5397,36429,26595,197,1
5398,2486,2375,10,3
5399,4774,3888,31,1
5400,1323,1323,1,1
5401,14269,14213,12,1
5402,25319,25013,1087,1
5403,33071,28261,119,1
5404,137113,99837,52,1
5406,48239,35433,290,13
5407,4389,4366,102,1
5408,10148,7806,67,3
5409,86776,73708,672,2
5410,893,893,103,1
5411,6449,6449,2,1
5412,11190,10462,23,1
5413,8353,8328,44,2
5414,33626,33626,400,6
5415,63075,47043,300,1
5416,2705,2679,43,2
5417,16616,14893,566,2
5418,16359,12053,104,1
5419,1700,1700,25,1
5420,5191,4756,74,2
5421,8400,8399,8,1
5422,4127,4127,51,1
5423,164281,129979,940,9
5424,9834,9817,319,1
5425,10700,10342,119,1
5426,1521,1521,72,1
5427,717,713,35,1
5428,56534,41892,131,2
5429,4037,4037,2,1
5430,3701,3690,10,1
5431,7840,6562,63,1
5432,1918,1508,71,1
5433,53533,36769,4977,5
5454,11649,11649,35,1
5455,433,433,2,1
5456,68816,54047,103,1
5457,3264,3264,2,1
5458,1243,1243,1,1
5459,3253,3065,1,1
5460,4834,4834,18,1
5461,92471,51597,71,6
5462,29289,24159,844,1
5463,5632,5303,26,1
5464,2396,2396,65,1
5465,11092,8526,16,1
5466,40892,33778,573,1
5467,18067,10642,15,1
5468,2002,1691,151,1
5469,9712,9712,141,1
5470,997,997,87,1
5471,23547,20879,462,1
5472,6895,6895,12,1
5473,1606,1606,19,1
5434,1286,1241,51,1
5435,52146,40189,195,2
5436,11954,10630,8,7
5437,3545,3545,27,1
5438,53302,43045,178,2
5439,28885,19788,15,1
5440,13589,11144,86,1
5441,9411,5592,53,1
5442,5546,4544,25,1
5443,8656,5115,9,3
5444,41949,34256,54,1
5445,3161,2951,54,1
5446,125051,101535,739,8
5447,9465,9465,4,1
5448,1358,1358,2,1
5449,36800,29405,54,1
5450,76272,68536,924,2
5451,3289,3255,23,1
5452,1323,1322,43,1
5453,50569,43650,250,1
5474,53801,46816,531,2
5475,1065,1065,3,1
5476,45538,24764,570,1
5477,72640,56992,1050,1
5478,11759,6403,12,1
5479,14900,14840,309,1
5480,11820,9964,352,1
5481,1530,1530,14,1
5482,26618,25733,662,1
5483,17897,17856,29,3
5484,5366,5366,4,2
5485,91205,77079,909,1
5486,2263,1566,9,1
5487,4177,1975,123,4
5488,7565,5976,565,1
5489,8953,4482,7,2
5490,24197,21666,739,1
5491,715,664,12,3
5492,49695,32579,19,1
5493,7221,6923,237,1
5494,4101,4099,25,1
5495,16058,16058,52,1
5496,41943,18826,30,2
5497,9337,8629,5,2
5498,67603,44815,161,5
5499,25582,22757,1339,1
5500,4298,4298,9,1
5501,430,430,1,1
5502,11039,11030,42,1
5503,4478,2402,10,3
5504,1149,1112,4,2
5505,3933,3933,6,1
5506,130,130,4,1
5507,34172,29310,10,3
5508,1575,1575,52,1
5509,12831,12618,122,1
5510,85240,65056,935,1
5511,4466,4466,13,1
5512,7257,4168,7,3
5513,13140,13077,6,6
5514,7913,7913,62,1
5515,2178,2178,1,1
5516,19132,18937,81,1
5517,100415,81439,1573,2
5518,4489,2330,10,4
5519,1317,1081,3,1
5520,8513,5278,54,7
5521,3795,3795,6,3
5522,35138,28705,5,2
5523,2746,2746,73,1
5524,2061,1085,7,1
5525,16068,10635,8,1
5526,3935,3935,46,5
5528,1638,1638,1,1
5529,11394,8733,280,1
5530,4155,4155,7,1
5532,2869,2661,180,1
5533,44237,37381,63,1
5534,10060,7858,59,5
5535,2459,1898,79,4
5536,661,646,16,1
5537,2888,2885,172,1
5538,3206,3206,139,1
5539,2316,2252,13,1
5540,5357,5357,40,3
5541,6948,4213,15,1
5542,11259,10913,1592,2
5543,30992,29036,546,1
5544,7161,7161,196,1
5545,26257,24813,419,1
5546,57417,57416,21,1
5547,61833,50061,792,3
5548,1318,1318,79,1
5549,7383,5043,235,1
5550,39498,31581,7,2
5551,2271,2271,55,1
5552,3755,3755,226,1
5553,5476,5245,375,1
5554,5252,5252,115,1
5555,10905,6117,411,1
5556,11645,11246,140,1
5557,452,451,1,1
5558,3628,2204,17,1
5559,2192,2156,12,1
5560,13260,9134,5,1
5561,3887,3586,140,1
5562,9810,9689,175,1
5563,5469,3580,4,1
5564,33691,20274,15,8
5565,9384,5197,383,3
5566,68779,68779,29,1
5567,7738,4016,2,2
5568,37359,30826,725,3
5569,11816,5908,2,1
5570,3070,3067,41,1
5571,60269,60269,11,3
5572,1023,968,5,1
5573,77763,60644,736,2
5574,124,124,15,1
5575,11605,9726,6,3
5576,3110,3072,5,1
5577,28773,25732,305,5
5578,13927,9448,100,4
5579,20,13,1,1
5580,1268,1268,51,1
5581,24888,14135,14,7
5582,1005,870,3,1
5583,19541,18721,404,1
5584,14535,14070,756,1
5585,813,813,2,1
5586,2344,1744,3,3
5587,5726,2983,11,6
5588,9735,8853,134,1
5589,14662,13861,600,1
5590,28884,14584,25,3
5591,3199,1600,6,1
5592,940,940,9,1
5593,18927,10971,16,1
5594,1722,1483,25,7
5595,65830,48044,127,1
5596,3656,1828,2,1
5598,187,187,9,1
5600,50848,50290,1480,5
5601,1250,938,20,1
5602,2323,2323,16,1
5603,6021,5589,67,2
5604,10135,9772,186,3
5605,91935,75242,395,7
5606,4555,4555,2,1
5607,22129,17202,61,3
5608,69799,54220,292,6
5609,1342,1342,2,2
5610,59175,47000,711,2
5611,29942,29942,628,1
5612,52108,48531,1860,1
5613,3997,3997,208,1
5614,26,26,1,1
5615,1975,1211,7,3
5616,3891,3891,12,1
5617,43255,34706,57,1
5638,4242,4073,74,1
5639,14609,13100,312,1
5640,11419,11419,953,2
5641,12014,11985,6,3
5642,23192,22816,538,1
5643,3243,3243,1,1
5644,13774,5442,117,3
5645,6944,6944,314,4
5646,7486,7486,8,1
5647,64567,55992,274,4
5648,6159,3618,85,1
5649,47561,38650,59,1
5650,9436,8295,56,5
5651,4479,2805,3,1
5652,14878,8002,21,6
5653,3704,3704,4,1
5654,6587,5775,114,1
5655,41663,34569,55,2
5656,44056,30598,24,1
5657,5542,4421,331,1
5618,43254,34705,56,1
5619,23929,23929,47,1
5620,14694,7347,3,1
5621,5090,5090,19,1
5622,10240,6927,9,2
5623,2454,2454,1,1
5624,139785,107330,1950,5
5625,1789,1789,44,1
5626,34764,31064,271,1
5627,1960,837,2,1
5628,82275,68597,74,3
5629,19712,19702,489,1
5630,36270,29769,31,1
5631,1425,1163,41,1
5632,44308,31763,726,1
5633,9305,7346,36,1
5634,10506,10506,68,1
5635,816,408,9,1
5636,1582,1340,77,1
5637,5999,5999,2,1
5658,20791,20770,254,1
5659,8933,4378,18,1
5660,1376,1376,2,2
5661,6175,1211,6,2
5662,27937,18913,113,2
5663,29379,29136,644,1
5664,14282,14282,62,1
5665,15595,7798,3,1
5666,43405,34750,63,1
5667,43708,35210,55,1
5668,17488,17486,443,1
5669,63109,58020,967,2
5670,3608,3489,158,1
5671,1841,1687,14,1
5672,37300,35229,11,3
5673,613,598,11,2
5674,538,538,6,1
5675,50721,40895,167,1
5676,29631,28991,27,1
5677,1958,1958,10,1
5678,8648,8648,84,1
5679,102,102,6,1
5680,48588,38809,404,1
5681,2826,2826,79,2
5682,4640,4489,47,1
5683,16405,16041,318,1
5684,10382,10382,104,1
5685,15354,13154,4,3
5686,2714,2714,25,1
5687,3319,2338,105,1
5688,6787,6787,8,1
5689,3447,3447,119,1
5690,4973,4902,10,1
5691,11728,10808,138,2
5692,2888,2885,7,1
5693,1370,1370,33,1
5694,9531,9531,19,1
5695,22552,17145,131,1
5696,3459,1787,2,1
5697,1331,1331,15,1
5698,54842,46723,208,3
5699,193,193,10,1
5700,20955,18811,254,4
5701,6698,6597,401,1
5702,736,736,2,1
5703,1540,1290,2,1
5704,1352,1352,2,1
5705,1509,1509,24,1
5706,1528,1528,15,2
5707,36426,36089,590,1
5708,20559,20556,69,1
5709,3005,2993,22,1
5710,2971,2619,45,1
5711,7015,6895,97,1
5712,53102,41784,422,1
5713,8684,7477,20,13
5714,5812,5754,50,1
5715,40666,20333,8,1
5716,58932,49087,297,1
5717,1331,638,27,4
5718,13015,13013,47,1
5719,11795,11740,152,1
5720,8114,8113,41,2
5721,2567,2567,110,1
5722,41120,32936,41,3
5723,51509,33882,303,1
5724,6462,5508,27,1
5725,24331,21892,476,1
5726,22277,20949,642,1
5727,151,151,3,1
5728,6744,6662,10,6
5729,24993,24993,8,6
5730,11006,5507,21,1
5731,47958,39027,65,1
5732,2233,1522,2,1
5733,10038,10036,179,1
5734,24923,24922,826,1
5735,3663,3663,3,1
5736,16996,13669,10,1
5737,7901,7803,431,1
5778,12673,10361,10,1
5779,718,718,4,1
5780,5445,5309,282,1
5781,31372,23095,620,1
5782,4891,4891,206,1
5783,11201,5625,6,1
5784,6659,3401,50,1
5785,38,19,1,1
5786,35596,35596,1180,1
5787,1726,878,48,1
5788,10956,10154,70,1
5789,1186,1186,35,1
5790,5383,5070,49,1
5791,1180,1180,78,1
5792,1471,737,22,1
5793,10144,7818,7,6
5794,21602,20594,38,5
5795,8924,8924,34,2
5796,2288,1626,53,1
5797,625,624,4,1
5758,30557,23031,186,1
5759,33554,26490,41,2
5760,9473,9470,122,2
5761,3385,3361,13,1
5762,1590,1590,148,1
5763,731,731,1,1
5764,11369,5592,78,8
5765,74152,56880,345,1
5766,9,9,1,1
5767,4010,4010,12,1
5768,4010,3765,55,1
5769,27475,11682,37,1
5770,20943,17890,258,1
5771,35670,29590,1230,2
5772,44356,39161,538,2
5773,6672,4010,22,1
5774,4515,3092,11,1
5775,2655,1590,10,2
5776,42666,35501,2,1
5777,24001,12512,45,2
5738,4363,4363,78,1
5739,67487,56296,113,2
5740,1023,1023,40,1
5741,10925,9739,76,3
5742,6688,6663,117,1
5743,4018,3008,86,1
5744,45817,37247,66,1
5745,3423,3423,39,3
5746,12567,10446,123,1
5747,68350,48637,664,1
5748,39527,33565,93,3
5749,4737,4722,78,1
5750,2128,2128,23,1
5751,9927,8408,19,2
5752,86568,76677,1117,3
5753,1342,1342,1,1
5754,819,819,20,1
5755,16200,11200,3,2
5756,13105,10740,36,2
5757,685,685,1,1
5818,78592,51954,1433,1
5819,2312,1959,85,1
5820,349,314,28,1
5821,79472,57735,1494,1
5823,19390,14331,206,1
5824,104,104,4,1
5825,894,894,7,1
5826,35335,33504,379,1
5827,20000,16097,311,2
5828,10476,5397,8,1
5829,1233,1210,39,1
5830,37577,29729,479,1
5831,30531,19512,26,1
5832,16743,16531,98,4
5833,2231,2180,17,2
5834,3038,3038,7,4
5835,15549,13738,396,1
5836,6386,5753,30,1
5837,1108,513,50,4
5838,3257,3257,58,1
5798,1078,1078,14,1
5799,63979,54901,1775,1
5800,80306,80197,148,1
5801,4515,2078,11,1
5802,11378,6092,18,1
5803,689,687,72,1
5804,23,23,3,1
5805,39722,32979,12,3
5806,4839,4839,7,1
5807,5358,5358,85,1
5808,1695,1319,17,2
5809,3536,3239,75,1
5810,14550,14550,112,1
5811,7282,7183,237,1
5812,14333,11213,15,13
5813,588774,398824,203,1
5814,1314,1314,2,1
5815,3241,3241,14,1
5816,777,775,10,1
5817,7615,7481,149,1
5839,8428,4214,1,1
5840,17134,15121,9,1
5841,11865,9226,88,1
5842,38988,31563,7,3
5843,46495,38769,603,1
5844,1893,1893,1,1
5845,30915,30644,616,1
5846,11565,9589,18,8
5847,7150,7150,183,8
5848,4888,4888,11,1
5849,7807,7455,44,1
5850,8230,8230,41,1
5851,38617,31583,210,1
5852,4383,4383,19,1
5853,3670,3221,82,1
5854,26060,23203,980,1
5855,2147,2010,8,1
5856,5318,2694,3,1
5857,2082,2082,2,1
5858,1744,1744,36,1
5859,19740,18333,8,3
5860,2099,2099,29,1
5861,22455,17066,190,1
5862,1248,1090,66,1
5863,19568,13239,197,1
5864,49920,38965,326,1
5865,3477,2280,50,1
5866,11168,6984,117,1
5867,23709,11920,9,2
5868,3223,3220,174,1
5869,11055,11055,31,1
5870,49682,34620,83,2
5871,4533,2420,53,1
5872,373,373,9,3
5873,3931,2417,4,1
5874,7470,7386,401,1
5875,6545,3316,7,2
5876,17209,16985,16,1
5877,5704,5650,164,1
5878,4988,4988,127,1
5879,4147,4139,98,1
5880,11344,9415,31,1
5881,1621,408,2,2
5882,152,152,8,1
5883,37782,29264,42,8
5884,8343,4041,14,4
5885,15296,15296,41,1
5886,65235,55805,222,4
5887,9260,8550,390,1
5888,9749,8041,90,5
5889,7195,3599,12,1
5890,26341,15851,8,2
5891,616,582,47,1
5892,43076,34581,54,1
5893,1401,1401,22,1
5894,4338,4338,17,1
5895,7164,4824,88,1
5896,3025,3025,28,1
5897,1266,1266,8,1
5898,65206,51829,874,1
5899,31890,22936,239,1
5900,45836,34523,142,3
5901,55827,51518,1034,2
5902,15463,7805,5,2
5903,9992,9864,255,1
5904,2458,2458,33,1
5905,82949,67867,57,7
5906,24093,21992,69,3
5907,1780,1746,46,1
5908,2771,2009,8,1
5909,7526,7526,7,1
5910,2645,2645,34,1
5911,6623,5093,7,1
5912,1333,1333,21,1
5913,9997,9997,33,1
5914,2614,2613,100,1
5915,192,192,5,1
5916,5069,5069,57,1
5917,5761,4962,30,1
5918,3689,2157,78,1
5919,11266,11266,157,2
5920,2034,2034,9,1
5921,1,1,1,1
5922,8379,6362,127,1
5923,1970,1922,89,6
5924,316,316,3,1
5925,3435,3435,21,1
5926,4281,4281,4,3
5927,10839,7839,163,1
5928,22746,17973,400,1
5929,1039,1035,73,1
5930,268,268,30,1
5931,15381,14032,459,1
5932,164,164,7,1
5933,66819,56140,8,2
5934,6391,6391,93,3
5935,4195,3376,97,1
5936,35194,32954,1204,1
5937,3250,3250,4,1
5938,11329,11329,87,1
5939,14013,10914,4,2
5940,637,411,22,1
5941,13778,13172,15,3
5942,26646,23773,529,1
5943,24853,19852,22,1
5944,14626,12959,269,1
5945,10946,10946,7,2
5946,2354,2276,5,1
5947,5442,1973,5,4
5948,19479,18832,95,1
5949,4825,4825,5,1
5950,36013,29100,3,2
5951,90756,71356,377,1
5952,5649,4284,6,1
5953,2609,2145,50,1
5954,60083,47382,123,1
5955,32884,27883,12,2
5956,627,627,21,1
5957,68764,52589,139,1
5958,58,58,3,1
5959,943,943,19,1
5960,13931,13808,477,1
5961,7698,5370,4,4
5962,19762,19762,16,1
5963,1945,1945,32,1
5964,110881,49626,66,1
5965,9398,7751,158,1
5966,837,837,2,1
5967,19010,12107,59,3
5968,44822,34976,63,1
5969,36768,29352,1159,4
5970,308,308,7,1
5971,1260,1180,63,1
5972,9540,9491,4,1
5973,5780,5780,239,1
5974,1268,1268,43,1
5975,3738,3738,20,1
5976,14466,11208,90,1
5977,20940,20940,18,5
5978,1033,1033,15,1
5979,5369,5369,64,1
5980,12799,11608,51,2
5981,4262,2567,7,2
5982,42984,35949,125,3
5983,5360,5360,10,1
5984,7116,7116,15,1
5985,586,512,35,1
5986,22904,22904,6,5
5987,34011,23422,151,4
5988,7868,4261,25,4
5989,529,529,28,1
5990,2495,2444,8,1
5991,34889,17504,45,1
5992,4107,4107,35,1
5993,6105,4198,4,1
5994,9066,3757,45,1
5995,38438,30748,77,3
5996,4938,4938,1,1
5997,127,127,5,1
5998,14749,12186,107,1
5999,13833,13833,11,3
6000,13,12,2,1
6001,1042,1042,9,1
6002,1337,53,3,2
6003,60784,48266,90,1
6004,14220,14220,4,1
6005,2569,2559,174,1
6006,3613,3613,4,2
6007,40269,32398,55,1
6008,5003,5003,38,2
6009,2320,1184,37,1
6010,2118,2080,108,1
6011,11406,8443,111,1
6012,13842,11564,58,1
6013,7971,7971,2,1
6014,1450,1390,31,2
6015,58020,52814,510,1
6016,9,9,1,1
6017,5492,5182,24,2
6018,12150,10678,23,1
6019,791,543,18,1
6020,45545,34677,58,4
6021,44,39,2,1
6022,6262,5603,91,1
6023,22201,6708,34,2
6024,849,558,45,2
6025,4380,4380,8,3
6026,1028,1028,2,1
6027,1454,1377,3,1
6028,1770,844,11,1
6029,43079,34581,54,1
6030,2488,1244,8,1
6031,20380,14923,6,1
6032,3061,3061,7,1
6033,10738,9468,130,3
6034,18577,16551,57,9
6035,7555,7476,70,1
6036,2584,2580,30,1
6037,4910,3578,17,1
6038,12889,8429,26,4
6039,31716,30305,1029,5
6040,583,529,8,1
6041,56526,50055,272,1
6042,5639,4489,6,1
6043,9148,8364,194,2
6044,894,894,28,1
6045,19515,18882,485,1
6046,52596,45453,297,1
6047,4420,1164,17,2
6048,44360,39323,88,1
6049,47,47,9,1
6050,6479,5757,142,6
6051,8700,8700,118,1
6052,14749,14740,207,1
6053,8159,5071,36,1
6054,72767,66226,514,1
6055,599,599,48,1
6056,2072,2072,64,1
6057,415,415,2,1
6058,2429,2429,3,3
6059,11950,9619,254,1
6060,15859,13665,15,1
6061,5293,5078,147,1
6062,3479,3350,76,1
6063,2424,1102,12,2
6064,106,106,7,1
6065,526,526,12,1
6066,1240,1240,15,1
6067,14541,12389,197,2
6068,1653,1300,3,1
6069,1486,743,1,1
6070,9449,8225,6,1
6071,14035,13368,500,1
6072,4769,4616,186,1
6073,31159,24863,490,1
6074,8751,8123,97,2
6075,1044,1044,10,2
6076,1646,1646,9,1
6077,27729,13097,2,2
6078,5911,5538,122,1
6079,44010,36635,18,2
6080,2059,2059,15,1
6081,15616,13461,205,1
6082,4316,4281,51,1
6083,8385,2841,3,3
6084,22122,22122,2,1
6085,2926,2926,3,1
6086,9876,5089,206,1
6087,4001,2005,11,1
6088,678,678,8,1
6089,4215,2216,4,1
6090,93520,78070,1466,2
6091,1538,1538,21,1
6092,9467,8458,9,3
6093,12316,10236,10,9
6094,6228,6228,16,1
6095,2291,2291,31,2
6096,27840,26475,306,2
6097,8733,8563,302,1
6098,14262,10234,36,13
6119,581,581,8,3
6120,25255,19207,21,6
6121,15282,8976,78,1
6122,71738,54074,419,1
6123,17772,14439,11,3
6124,4871,2526,6,1
6125,2736,1686,132,1
6126,65683,63681,7,1
6127,23526,19907,180,1
6128,1343,1343,2,1
6129,16600,16053,413,1
6130,5479,5251,31,5
6131,29205,21480,155,4
6132,38221,22867,45,1
6133,332,332,23,1
6134,8858,8548,35,32
6135,2299,849,99,1
6136,45867,37165,155,1
6137,5505,5505,14,2
6138,634,634,15,1
6099,6733,5333,14,4
6100,17023,10587,19,1
6101,563,506,7,1
6102,15896,15896,10,5
6103,37250,28522,11,2
6104,35161,23617,43,15
6105,54321,45566,151,3
6106,69941,56756,573,1
6107,11629,11607,397,2
6108,13593,11614,75,2
6109,406,406,10,1
6110,48305,37804,99,1
6111,11524,10531,105,1
6112,101866,79577,940,1
6113,7211,2555,5,4
6114,1357,1357,10,1
6115,1734,1730,184,1
6116,9528,7467,61,1
6117,7020,4168,85,1
6118,22328,12078,43,1
6139,5925,5925,641,1
6140,2505,2505,35,1
6141,20026,14922,577,3
6142,14142,14102,252,1
6143,2532,1591,6,1
6144,21072,20929,330,1
6145,663,663,3,1
6146,5483,5483,8,1
6147,7413,7413,72,1
6148,9299,7101,251,1
6149,6827,6457,222,1
6150,53,53,4,1
6151,16610,14371,50,1
6152,8049,7887,248,2
6153,227,227,6,1
6154,75717,58344,418,7
6155,3553,2953,18,4
6156,43,43,3,1
6157,2418,2405,6,2
6158,35148,28709,50,1
6159,7201,5634,53,1
6160,72213,58326,910,2
6161,36072,29081,2,1
6162,9511,8253,13,1
6163,2200,2200,3,2
6164,49486,39550,624,1
6165,3661,2986,149,1
6166,7664,5538,3,1
6167,67731,37404,13,4
6168,162,93,3,1
6169,33721,26157,56,1
6170,76663,56595,277,1
6171,666,617,49,1
6172,5750,5750,4,1
6173,36073,29183,1,1
6174,2969,1779,19,1
6175,1281,1280,17,3
6176,3890,3836,275,1
6177,13951,13951,1,1
6178,2398,2260,114,1
6199,798,798,3,1
6200,51724,33774,268,8
6201,679,679,1,1
6202,1000,1000,1,1
6203,34473,34143,60,4
6204,11962,9328,131,1
6205,1135,1135,198,1
6206,54149,44643,224,1
6207,2001,1340,7,1
6208,22103,15707,481,1
6209,1281,851,24,1
6210,17681,9683,17,3
6211,32799,27322,60,1
6212,366,366,11,1
6213,12602,12602,4,4
6214,7278,5380,6,2
6215,17508,5777,2,2
6216,13369,11650,199,3
6217,101,101,8,1
